sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"James didn't visit Lafayette, Jimmie has visited Derrick",Harry has visited Charlestown or Jimmie has visited Derrick,Harry has visited Charlestown [MASK] Jimmie has visited Derrick,or,"James, Jimmie, Harry","Lafayette, Derrick, Charlestown",1,"James, Jimmie, Derrick, Harry","Lafayette, Charlestown"
"Peter didn't visit San Marino, Leon didn't visit Andrew",Peter didn't visit San Marino and Leon didn't visit Andrew,Peter didn't visit San Marino [MASK] Leon didn't visit Andrew,and,"Peter, Leon","San Marino, Andrew","0, 1","Peter, Leon, Andrew",San Marino
"Donald didn't visit Minot, Daniel has visited Francisco",Daniel has visited Francisco and Donald didn't visit Minot,Daniel has visited Francisco [MASK] Donald didn't visit Minot,and,"Donald, Daniel","Minot, Francisco","0, 1","Donald, Daniel, Francisco",Minot
"Bradley has visited Cedar Falls, Adam didn't visit Newark",Jeremy didn't visit Christopher or Adam didn't visit Newark,Jeremy didn't visit Christopher [MASK] Adam didn't visit Newark,or,"Bradley, Adam, Jeremy","Cedar Falls, Newark, Christopher",1,"Bradley, Adam, Jeremy","Newark, Cedar Falls"
"Brett didn't visit Muskegon, Daniel has visited Ojai",Brett didn't visit Muskegon or Daryl has visited Bellingham,Brett didn't visit Muskegon [MASK] Daryl has visited Bellingham,or,"Brett, Daniel, Daryl","Muskegon, Ojai, Bellingham",0,"Brett, Daniel, Daryl","Bellingham, Muskegon, Ojai"
"Ramon didn't visit James, Ralph has visited Westport",Ramon didn't visit James and Ralph has visited Westport,Ramon didn't visit James [MASK] Ralph has visited Westport,and,"Ramon, Ralph","James, Westport","0, 1","Ramon, Ralph, James",Westport
"Gene has visited Micheal, Donald didn't visit Delta",Glen has visited Tuscumbia or Gene has visited Micheal,Glen has visited Tuscumbia [MASK] Gene has visited Micheal,or,"Gene, Donald, Glen","Micheal, Delta, Tuscumbia",0,"Gene, Donald, Micheal, Glen","Tuscumbia, Delta"
"Tyrone has visited Pittsburgh, Brent has visited Wallace",Tom has visited Framingham or Tyrone has visited Pittsburgh,Tom has visited Framingham [MASK] Tyrone has visited Pittsburgh,or,"Tyrone, Brent, Tom","Pittsburgh, Wallace, Framingham",0,"Tyrone, Brent, Wallace, Tom","Framingham, Pittsburgh"
"Jimmy has visited Nebraska, Andy didn't visit Neil",Jimmy has visited Nebraska and Andy didn't visit Neil,Jimmy has visited Nebraska [MASK] Andy didn't visit Neil,and,"Jimmy, Andy","Nebraska, Neil","0, 1","Jimmy, Andy, Neil",Nebraska
"Raul didn't visit Anacortes, Chester didn't visit Felix",Raul didn't visit Anacortes and Chester didn't visit Felix,Raul didn't visit Anacortes [MASK] Chester didn't visit Felix,and,"Raul, Chester","Anacortes, Felix","0, 1","Raul, Chester, Felix",Anacortes
"Bernard has visited Jordan, Russell has visited Worcester",Bernard has visited Jordan and Russell has visited Worcester,Bernard has visited Jordan [MASK] Russell has visited Worcester,and,"Bernard, Russell","Jordan, Worcester","0, 1","Bernard, Russell, Jordan",Worcester
"Clyde has visited John, Wade has visited San Antonio",Salvador has visited Ryan or Clyde has visited John,Salvador has visited Ryan [MASK] Clyde has visited John,or,"Clyde, Wade, Salvador","John, San Antonio, Ryan",0,"Clyde, Wade, John, Salvador",San Antonio
"Bradley didn't visit Elmer, Jimmie didn't visit Middletown",Reginald has visited Eddie or Jimmie didn't visit Middletown,Reginald has visited Eddie [MASK] Jimmie didn't visit Middletown,or,"Bradley, Jimmie, Reginald","Elmer, Middletown, Eddie",1,"Bradley, Jimmie, Elmer, Reginald",Middletown
"Todd has visited Dave, Cory has visited Scott",Cory has visited Scott and Todd has visited Dave,Cory has visited Scott [MASK] Todd has visited Dave,and,"Todd, Cory","Dave, Scott","0, 1","Todd, Cory, Dave, Scott",
"Darryl has visited Custer, Edwin didn't visit Reginald",Darryl has visited Custer or Dwayne didn't visit Ronald,Darryl has visited Custer [MASK] Dwayne didn't visit Ronald,or,"Darryl, Edwin, Dwayne","Custer, Reginald, Ronald",0,"Darryl, Edwin, Reginald, Dwayne",Custer
"Gene didn't visit Jon, Stanley didn't visit Westminster",Gene didn't visit Jon and Stanley didn't visit Westminster,Gene didn't visit Jon [MASK] Stanley didn't visit Westminster,and,"Gene, Stanley","Jon, Westminster","0, 1","Gene, Stanley, Jon",Westminster
"Casey didn't visit Arnold, Max didn't visit Duxbury",Ricky didn't visit Donald or Casey didn't visit Arnold,Ricky didn't visit Donald [MASK] Casey didn't visit Arnold,or,"Casey, Max, Ricky","Arnold, Duxbury, Donald",0,"Casey, Max, Arnold, Ricky",Duxbury
"Leo has visited Barnstable, Michael didn't visit Jay",Jimmie didn't visit Freeport or Michael didn't visit Jay,Jimmie didn't visit Freeport [MASK] Michael didn't visit Jay,or,"Leo, Michael, Jimmie","Barnstable, Jay, Freeport",1,"Leo, Michael, Jay, Jimmie","Freeport, Barnstable"
"Marc didn't visit Brownsville, Gene has visited Susanville",Marc didn't visit Brownsville and Gene has visited Susanville,Marc didn't visit Brownsville [MASK] Gene has visited Susanville,and,"Marc, Gene","Brownsville, Susanville","0, 1","Marc, Gene","Brownsville, Susanville"
"Jim has visited Craig, Jamie has visited Parsippany–Troy Hills",Jamie has visited Parsippany–Troy Hills or Alexander has visited Pryor,Jamie has visited Parsippany–Troy Hills [MASK] Alexander has visited Pryor,or,"Jim, Jamie, Alexander","Craig, Parsippany–Troy Hills, Pryor",1,"Jim, Jamie, Craig, Alexander","Parsippany–Troy Hills, Pryor"
"Arthur has visited Topeka, Gordon has visited Zachary",Arthur has visited Topeka and Gordon has visited Zachary,Arthur has visited Topeka [MASK] Gordon has visited Zachary,and,"Arthur, Gordon","Topeka, Zachary","0, 1","Arthur, Gordon, Zachary",Topeka
"Jared has visited Hinton, Bernard has visited Adam",Jared has visited Hinton and Bernard has visited Adam,Jared has visited Hinton [MASK] Bernard has visited Adam,and,"Jared, Bernard","Hinton, Adam","0, 1","Jared, Bernard, Adam",Hinton
"Marc has visited Alexandria, Jared didn't visit Terrence",Marc has visited Alexandria or Gilbert has visited Streator,Marc has visited Alexandria [MASK] Gilbert has visited Streator,or,"Marc, Jared, Gilbert","Alexandria, Terrence, Streator",0,"Marc, Jared, Terrence, Gilbert","Alexandria, Streator"
"Ricky didn't visit Vinita, Wesley didn't visit Benjamin",Ricky didn't visit Vinita and Wesley didn't visit Benjamin,Ricky didn't visit Vinita [MASK] Wesley didn't visit Benjamin,and,"Ricky, Wesley","Vinita, Benjamin","0, 1","Ricky, Wesley, Benjamin",Vinita
"Greg has visited Hibbing, Rene didn't visit Mountain View",Bob has visited Melvin or Rene didn't visit Mountain View,Bob has visited Melvin [MASK] Rene didn't visit Mountain View,or,"Greg, Rene, Bob","Hibbing, Mountain View, Melvin",1,"Greg, Rene, Bob","Hibbing, Mountain View"
"Bernard has visited Sedalia, Arthur didn't visit Titusville",Arthur didn't visit Titusville and Bernard has visited Sedalia,Arthur didn't visit Titusville [MASK] Bernard has visited Sedalia,and,"Bernard, Arthur","Sedalia, Titusville","0, 1","Bernard, Arthur","Sedalia, Titusville"
"Scott has visited New Iberia, Chad didn't visit Pauls Valley",Chad didn't visit Pauls Valley or Barry has visited Billings,Chad didn't visit Pauls Valley [MASK] Barry has visited Billings,or,"Scott, Chad, Barry","New Iberia, Pauls Valley, Billings",1,"Scott, Chad, Barry","Pauls Valley, New Iberia, Billings"
"Andre has visited Gilbert, Edgar didn't visit Jerry",Andre has visited Gilbert or Glenn has visited Clarksdale,Andre has visited Gilbert [MASK] Glenn has visited Clarksdale,or,"Andre, Edgar, Glenn","Gilbert, Jerry, Clarksdale",0,"Andre, Edgar, Gilbert, Jerry, Glenn",Clarksdale
"Carlos has visited Chautauqua, Wesley has visited San Angelo",Carlos has visited Chautauqua and Wesley has visited San Angelo,Carlos has visited Chautauqua [MASK] Wesley has visited San Angelo,and,"Carlos, Wesley","Chautauqua, San Angelo","0, 1","Carlos, Wesley","Chautauqua, San Angelo"
"Rick didn't visit Northfield, Danny has visited Howard",Rick didn't visit Northfield and Danny has visited Howard,Rick didn't visit Northfield [MASK] Danny has visited Howard,and,"Rick, Danny","Northfield, Howard","0, 1","Rick, Danny, Howard",Northfield
"Nelson has visited Tony, Gregory has visited Cumberland",Nelson has visited Tony and Gregory has visited Cumberland,Nelson has visited Tony [MASK] Gregory has visited Cumberland,and,"Nelson, Gregory","Tony, Cumberland","0, 1","Nelson, Gregory, Tony",Cumberland
"Wade has visited New Braunfels, Kevin has visited Clifton",Kevin has visited Clifton or Roger didn't visit Garland,Kevin has visited Clifton [MASK] Roger didn't visit Garland,or,"Wade, Kevin, Roger","New Braunfels, Clifton, Garland",1,"Wade, Kevin, Clifton, Roger","New Braunfels, Garland"
"Thomas has visited Shelbyville, John has visited Hannibal",Thomas has visited Shelbyville and John has visited Hannibal,Thomas has visited Shelbyville [MASK] John has visited Hannibal,and,"Thomas, John","Shelbyville, Hannibal","0, 1","Thomas, John","Hannibal, Shelbyville"
"Steven has visited Fort Walton Beach, Edwin has visited John",Edwin has visited John and Steven has visited Fort Walton Beach,Edwin has visited John [MASK] Steven has visited Fort Walton Beach,and,"Steven, Edwin","Fort Walton Beach, John","0, 1","Steven, Edwin, John",Fort Walton Beach
"Alberto didn't visit Newport, David didn't visit Louis",Alberto didn't visit Newport and David didn't visit Louis,Alberto didn't visit Newport [MASK] David didn't visit Louis,and,"Alberto, David","Newport, Louis","0, 1","Alberto, David, Louis",Newport
"Ricardo didn't visit Cushing, Tony has visited Lloyd",Tony has visited Lloyd or Max didn't visit Steve,Tony has visited Lloyd [MASK] Max didn't visit Steve,or,"Ricardo, Tony, Max","Cushing, Lloyd, Steve",1,"Ricardo, Tony, Lloyd, Max",Cushing
"Jimmie didn't visit Byron, Martin has visited Aberdeen",Jimmie didn't visit Byron and Martin has visited Aberdeen,Jimmie didn't visit Byron [MASK] Martin has visited Aberdeen,and,"Jimmie, Martin","Byron, Aberdeen","0, 1","Jimmie, Martin, Byron",Aberdeen
"Antonio didn't visit Hamden, Derrick has visited Leonard",Derrick has visited Leonard and Antonio didn't visit Hamden,Derrick has visited Leonard [MASK] Antonio didn't visit Hamden,and,"Antonio, Derrick","Hamden, Leonard","0, 1","Antonio, Derrick, Leonard",Hamden
"Milton has visited Eric, Thomas has visited Union",Rene didn't visit Howard or Thomas has visited Union,Rene didn't visit Howard [MASK] Thomas has visited Union,or,"Milton, Thomas, Rene","Eric, Union, Howard",1,"Milton, Thomas, Eric, Rene",Union
"Darrell has visited Christopher, Gary didn't visit Todd",Darrell has visited Christopher and Gary didn't visit Todd,Darrell has visited Christopher [MASK] Gary didn't visit Todd,and,"Darrell, Gary","Christopher, Todd","0, 1","Darrell, Gary, Christopher, Todd",
"Alberto has visited Kankakee, Nathan didn't visit Don",Nathan didn't visit Don and Alberto has visited Kankakee,Nathan didn't visit Don [MASK] Alberto has visited Kankakee,and,"Alberto, Nathan","Kankakee, Don","0, 1","Alberto, Nathan, Don",Kankakee
"Ralph didn't visit Benjamin, Jim has visited Jared",Ralph didn't visit Benjamin and Jim has visited Jared,Ralph didn't visit Benjamin [MASK] Jim has visited Jared,and,"Ralph, Jim","Benjamin, Jared","0, 1","Ralph, Jim, Benjamin, Jared",
"John didn't visit Perry, Derek didn't visit Layton",Derek didn't visit Layton or Milton has visited Charles,Derek didn't visit Layton [MASK] Milton has visited Charles,or,"John, Derek, Milton","Perry, Layton, Charles",1,"John, Derek, Perry, Milton",Layton
"Samuel didn't visit Jose, George has visited Oil City",George has visited Oil City or Greg has visited Pawhuska,George has visited Oil City [MASK] Greg has visited Pawhuska,or,"Samuel, George, Greg","Jose, Oil City, Pawhuska",1,"Samuel, George, Jose, Greg","Oil City, Pawhuska"
"Norman didn't visit John, Eric didn't visit Hector",Eric didn't visit Hector and Norman didn't visit John,Eric didn't visit Hector [MASK] Norman didn't visit John,and,"Norman, Eric","John, Hector","0, 1","Norman, Eric, Hector, John",
"Rodney has visited Ozark, Gabriel has visited New Hampshire",Rodney has visited Ozark and Gabriel has visited New Hampshire,Rodney has visited Ozark [MASK] Gabriel has visited New Hampshire,and,"Rodney, Gabriel","Ozark, New Hampshire","0, 1","Rodney, Gabriel","Ozark, New Hampshire"
"Sean didn't visit Arizona, Jaime has visited Somerville",Lance has visited Wellfleet or Sean didn't visit Arizona,Lance has visited Wellfleet [MASK] Sean didn't visit Arizona,or,"Sean, Jaime, Lance","Arizona, Somerville, Wellfleet",0,"Sean, Jaime, Lance","Wellfleet, Arizona, Somerville"
"Jerome didn't visit McKinney, Ricardo has visited Clyde",Jerome didn't visit McKinney or Alan has visited Monterey,Jerome didn't visit McKinney [MASK] Alan has visited Monterey,or,"Jerome, Ricardo, Alan","McKinney, Clyde, Monterey",0,"Jerome, Ricardo, Clyde, Alan","McKinney, Monterey"
"Arnold didn't visit Alfred, Darren has visited Jamie",Darren has visited Jamie and Arnold didn't visit Alfred,Darren has visited Jamie [MASK] Arnold didn't visit Alfred,and,"Arnold, Darren","Alfred, Jamie","0, 1","Arnold, Darren, Alfred, Jamie",
"Bradley has visited Clarence, Hugh has visited Fort Myers",Hugh has visited Fort Myers and Bradley has visited Clarence,Hugh has visited Fort Myers [MASK] Bradley has visited Clarence,and,"Bradley, Hugh","Clarence, Fort Myers","0, 1","Bradley, Hugh, Clarence",Fort Myers
"Andre has visited Jesus, Clarence didn't visit Christian",Frank has visited Chester or Andre has visited Jesus,Frank has visited Chester [MASK] Andre has visited Jesus,or,"Andre, Clarence, Frank","Jesus, Christian, Chester",0,"Andre, Clarence, Jesus, Christian, Frank",
"Philip has visited Washington, Derek didn't visit Virgil",Dwight has visited Jeff or Derek didn't visit Virgil,Dwight has visited Jeff [MASK] Derek didn't visit Virgil,or,"Philip, Derek, Dwight","Washington, Virgil, Jeff",1,"Philip, Derek, Virgil, Dwight",Washington
"Terry didn't visit Middletown, Stanley has visited Sault Sainte Marie",Terry didn't visit Middletown and Stanley has visited Sault Sainte Marie,Terry didn't visit Middletown [MASK] Stanley has visited Sault Sainte Marie,and,"Terry, Stanley","Middletown, Sault Sainte Marie","0, 1","Terry, Stanley","Sault Sainte Marie, Middletown"
"Javier has visited Libertyville, Clifton didn't visit Lawrence",Clifton didn't visit Lawrence and Javier has visited Libertyville,Clifton didn't visit Lawrence [MASK] Javier has visited Libertyville,and,"Javier, Clifton","Libertyville, Lawrence","0, 1","Javier, Clifton","Libertyville, Lawrence"
"Martin didn't visit Lewiston, Adam didn't visit Edgar",Martin didn't visit Lewiston and Adam didn't visit Edgar,Martin didn't visit Lewiston [MASK] Adam didn't visit Edgar,and,"Martin, Adam","Lewiston, Edgar","0, 1","Martin, Adam, Edgar",Lewiston
"Angel has visited Garden Grove, Seth has visited Fitchburg",Angel has visited Garden Grove or Jerry didn't visit Oakland,Angel has visited Garden Grove [MASK] Jerry didn't visit Oakland,or,"Angel, Seth, Jerry","Garden Grove, Fitchburg, Oakland",0,"Angel, Seth, Jerry","Fitchburg, Garden Grove, Oakland"
"Joel has visited Tony, Joshua didn't visit Hershey",Joel has visited Tony or Fred has visited Ryan,Joel has visited Tony [MASK] Fred has visited Ryan,or,"Joel, Joshua, Fred","Tony, Hershey, Ryan",0,"Joel, Joshua, Tony, Fred",Hershey
"Roberto has visited Moline, Duane didn't visit Dave",Roberto has visited Moline and Duane didn't visit Dave,Roberto has visited Moline [MASK] Duane didn't visit Dave,and,"Roberto, Duane","Moline, Dave","0, 1","Roberto, Duane, Dave",Moline
"Norman has visited Nathan, Claude didn't visit Manistee",Claude didn't visit Manistee and Norman has visited Nathan,Claude didn't visit Manistee [MASK] Norman has visited Nathan,and,"Norman, Claude","Nathan, Manistee","0, 1","Norman, Claude, Nathan",Manistee
"Claude has visited San Fernando, Lloyd has visited Ross",Ron didn't visit Richmond or Lloyd has visited Ross,Ron didn't visit Richmond [MASK] Lloyd has visited Ross,or,"Claude, Lloyd, Ron","San Fernando, Ross, Richmond",1,"Claude, Lloyd, Ross, Ron","San Fernando, Richmond"
"Jeremy has visited Helena, Dennis has visited Searcy",Jeremy has visited Helena and Dennis has visited Searcy,Jeremy has visited Helena [MASK] Dennis has visited Searcy,and,"Jeremy, Dennis","Helena, Searcy","0, 1","Jeremy, Dennis","Searcy, Helena"
"Clinton didn't visit Mackinaw City, Gary didn't visit Shane",Joshua didn't visit Greenbelt or Clinton didn't visit Mackinaw City,Joshua didn't visit Greenbelt [MASK] Clinton didn't visit Mackinaw City,or,"Clinton, Gary, Joshua","Mackinaw City, Shane, Greenbelt",0,"Clinton, Gary, Shane, Joshua","Greenbelt, Mackinaw City"
"Carl didn't visit Bay Saint Louis, Milton has visited Salvador",Samuel has visited Hugh or Milton has visited Salvador,Samuel has visited Hugh [MASK] Milton has visited Salvador,or,"Carl, Milton, Samuel","Bay Saint Louis, Salvador, Hugh",1,"Carl, Milton, Salvador, Samuel",Bay Saint Louis
"Bruce has visited Douglas, Fernando didn't visit Leonard",Bruce has visited Douglas and Fernando didn't visit Leonard,Bruce has visited Douglas [MASK] Fernando didn't visit Leonard,and,"Bruce, Fernando","Douglas, Leonard","0, 1","Bruce, Fernando, Leonard, Douglas",
"Darren has visited East Hartford, Clinton has visited Aaron",Darren has visited East Hartford and Clinton has visited Aaron,Darren has visited East Hartford [MASK] Clinton has visited Aaron,and,"Darren, Clinton","East Hartford, Aaron","0, 1","Darren, Clinton, Aaron",East Hartford
"Salvador didn't visit Lee, Richard has visited Fond du Lac",Salvador didn't visit Lee or Johnny didn't visit Arlington,Salvador didn't visit Lee [MASK] Johnny didn't visit Arlington,or,"Salvador, Richard, Johnny","Lee, Fond du Lac, Arlington",0,"Salvador, Richard, Lee, Johnny","Fond du Lac, Arlington"
"Charles has visited Julio, Salvador has visited Max",Salvador has visited Max and Charles has visited Julio,Salvador has visited Max [MASK] Charles has visited Julio,and,"Charles, Salvador","Julio, Max","0, 1","Charles, Salvador, Max, Julio",
"Ian didn't visit Hartsville, William didn't visit Buffalo",Perry didn't visit Philip or Ian didn't visit Hartsville,Perry didn't visit Philip [MASK] Ian didn't visit Hartsville,or,"Ian, William, Perry","Hartsville, Buffalo, Philip",0,"Ian, William, Perry","Buffalo, Hartsville"
"Tyler has visited Kingman, Wayne has visited Willard",Wayne has visited Willard and Tyler has visited Kingman,Wayne has visited Willard [MASK] Tyler has visited Kingman,and,"Tyler, Wayne","Kingman, Willard","0, 1","Tyler, Wayne, Willard",Kingman
"Fred has visited Palatka, Douglas didn't visit Lynchburg",Stephen didn't visit Alexander or Fred has visited Palatka,Stephen didn't visit Alexander [MASK] Fred has visited Palatka,or,"Fred, Douglas, Stephen","Palatka, Lynchburg, Alexander",0,"Fred, Douglas, Stephen","Lynchburg, Palatka"
"Dennis didn't visit Geneva, Ray has visited Titusville",Joshua has visited Pawhuska or Dennis didn't visit Geneva,Joshua has visited Pawhuska [MASK] Dennis didn't visit Geneva,or,"Dennis, Ray, Joshua","Geneva, Titusville, Pawhuska",0,"Dennis, Ray, Joshua","Geneva, Titusville, Pawhuska"
"Terrence didn't visit Roy, Kyle has visited Elkton",Kyle has visited Elkton and Terrence didn't visit Roy,Kyle has visited Elkton [MASK] Terrence didn't visit Roy,and,"Terrence, Kyle","Roy, Elkton","0, 1","Terrence, Kyle, Roy",Elkton
"Gordon has visited Andre, Scott has visited Nyack",Antonio didn't visit Steve or Scott has visited Nyack,Antonio didn't visit Steve [MASK] Scott has visited Nyack,or,"Gordon, Scott, Antonio","Andre, Nyack, Steve",1,"Gordon, Scott, Andre, Antonio",Nyack
"Chad has visited Travis, Dwayne didn't visit Troy",Chad has visited Travis and Dwayne didn't visit Troy,Chad has visited Travis [MASK] Dwayne didn't visit Troy,and,"Chad, Dwayne","Travis, Troy","0, 1","Chad, Dwayne, Travis, Troy",
"Marcus has visited Bristol, Melvin didn't visit Anderson",Marcus has visited Bristol or Michael has visited Oregon,Marcus has visited Bristol [MASK] Michael has visited Oregon,or,"Marcus, Melvin, Michael","Bristol, Anderson, Oregon",0,"Marcus, Melvin, Michael","Oregon, Bristol, Anderson"
"Ron didn't visit De Smet, Sergio didn't visit Eduardo",Willard didn't visit Bethany or Sergio didn't visit Eduardo,Willard didn't visit Bethany [MASK] Sergio didn't visit Eduardo,or,"Ron, Sergio, Willard","De Smet, Eduardo, Bethany",1,"Ron, Sergio, Eduardo, Willard","De Smet, Bethany"
"Brett didn't visit Marlborough, Jon didn't visit Grand Junction",Brett didn't visit Marlborough and Jon didn't visit Grand Junction,Brett didn't visit Marlborough [MASK] Jon didn't visit Grand Junction,and,"Brett, Jon","Marlborough, Grand Junction","0, 1","Brett, Jon","Grand Junction, Marlborough"
"Franklin didn't visit Brad, Vernon has visited Eddie",Vernon has visited Eddie or Gerald didn't visit Guthrie,Vernon has visited Eddie [MASK] Gerald didn't visit Guthrie,or,"Franklin, Vernon, Gerald","Brad, Eddie, Guthrie",1,"Franklin, Vernon, Eddie, Brad, Gerald",Guthrie
"Pedro didn't visit Glenn, Clinton has visited Dickinson",Pedro didn't visit Glenn and Clinton has visited Dickinson,Pedro didn't visit Glenn [MASK] Clinton has visited Dickinson,and,"Pedro, Clinton","Glenn, Dickinson","0, 1","Pedro, Clinton, Glenn",Dickinson
"Paul has visited South Holland, Mathew didn't visit Pierre",Mathew didn't visit Pierre and Paul has visited South Holland,Mathew didn't visit Pierre [MASK] Paul has visited South Holland,and,"Paul, Mathew","South Holland, Pierre","0, 1","Paul, Mathew","Pierre, South Holland"
"Bill has visited Joel, Alberto has visited Leo",Barry has visited Joe or Alberto has visited Leo,Barry has visited Joe [MASK] Alberto has visited Leo,or,"Bill, Alberto, Barry","Joel, Leo, Joe",1,"Bill, Alberto, Leo, Joel, Barry",
"Raul has visited Saginaw, Philip has visited Johnny",Philip has visited Johnny and Raul has visited Saginaw,Philip has visited Johnny [MASK] Raul has visited Saginaw,and,"Raul, Philip","Saginaw, Johnny","0, 1","Raul, Philip, Johnny",Saginaw
"Jon has visited Saranac Lake, Kelly has visited Rafael",Jon has visited Saranac Lake and Kelly has visited Rafael,Jon has visited Saranac Lake [MASK] Kelly has visited Rafael,and,"Jon, Kelly","Saranac Lake, Rafael","0, 1","Jon, Kelly, Rafael",Saranac Lake
"Chris didn't visit Leslie, Darryl didn't visit Ron",Darryl didn't visit Ron and Chris didn't visit Leslie,Darryl didn't visit Ron [MASK] Chris didn't visit Leslie,and,"Chris, Darryl","Leslie, Ron","0, 1","Chris, Darryl, Leslie, Ron",
"Raymond has visited Jeffrey, Max didn't visit James",Max didn't visit James or Juan has visited Dwight,Max didn't visit James [MASK] Juan has visited Dwight,or,"Raymond, Max, Juan","Jeffrey, James, Dwight",1,"Raymond, Max, James, Jeffrey, Juan",
"Kyle has visited Jon, Russell has visited Montana",Kyle has visited Jon and Russell has visited Montana,Kyle has visited Jon [MASK] Russell has visited Montana,and,"Kyle, Russell","Jon, Montana","0, 1","Kyle, Russell, Jon",Montana
"Morris has visited Warren, Manuel has visited Cheektowaga",Manuel has visited Cheektowaga and Morris has visited Warren,Manuel has visited Cheektowaga [MASK] Morris has visited Warren,and,"Morris, Manuel","Warren, Cheektowaga","0, 1","Morris, Manuel, Warren",Cheektowaga
"Alan has visited Union, Jorge has visited Leo",Jorge has visited Leo and Alan has visited Union,Jorge has visited Leo [MASK] Alan has visited Union,and,"Alan, Jorge","Union, Leo","0, 1","Alan, Jorge, Leo",Union
"Jesse didn't visit Calvin, Leo didn't visit Brookline",Jesse didn't visit Calvin and Leo didn't visit Brookline,Jesse didn't visit Calvin [MASK] Leo didn't visit Brookline,and,"Jesse, Leo","Calvin, Brookline","0, 1","Jesse, Leo, Calvin",Brookline
"Matthew has visited Troy, Eric didn't visit Aaron",Eric didn't visit Aaron and Matthew has visited Troy,Eric didn't visit Aaron [MASK] Matthew has visited Troy,and,"Matthew, Eric","Troy, Aaron","0, 1","Matthew, Eric, Aaron",Troy
"Bruce has visited Providence, Jeremy has visited Albert",Bruce has visited Providence or Micheal has visited Ogden,Bruce has visited Providence [MASK] Micheal has visited Ogden,or,"Bruce, Jeremy, Micheal","Providence, Albert, Ogden",0,"Bruce, Jeremy, Albert, Micheal","Ogden, Providence"
"Rene has visited Angel, Freddie has visited Oshkosh",Freddie has visited Oshkosh or Franklin has visited Christian,Freddie has visited Oshkosh [MASK] Franklin has visited Christian,or,"Rene, Freddie, Franklin","Angel, Oshkosh, Christian",1,"Rene, Freddie, Angel, Franklin",Oshkosh
"Jon didn't visit Charlie, Harvey didn't visit Mesa",Harvey didn't visit Mesa and Jon didn't visit Charlie,Harvey didn't visit Mesa [MASK] Jon didn't visit Charlie,and,"Jon, Harvey","Charlie, Mesa","0, 1","Jon, Harvey, Charlie",Mesa
"Tony has visited Kittery, Armando has visited Luis",Tony has visited Kittery or Bruce didn't visit Leroy,Tony has visited Kittery [MASK] Bruce didn't visit Leroy,or,"Tony, Armando, Bruce","Kittery, Luis, Leroy",0,"Tony, Armando, Luis, Bruce",Kittery
"Derek didn't visit Levittown, Clyde didn't visit Duane",Derek didn't visit Levittown and Clyde didn't visit Duane,Derek didn't visit Levittown [MASK] Clyde didn't visit Duane,and,"Derek, Clyde","Levittown, Duane","0, 1","Derek, Clyde, Duane",Levittown
"Javier has visited Boulder, Marion didn't visit Parkersburg",Marion didn't visit Parkersburg and Javier has visited Boulder,Marion didn't visit Parkersburg [MASK] Javier has visited Boulder,and,"Javier, Marion","Boulder, Parkersburg","0, 1","Javier, Marion","Parkersburg, Boulder"
"Jon didn't visit Lahaina, Brent has visited Mitchell",Jon didn't visit Lahaina or Perry didn't visit Harlem,Jon didn't visit Lahaina [MASK] Perry didn't visit Harlem,or,"Jon, Brent, Perry","Lahaina, Mitchell, Harlem",0,"Jon, Brent, Mitchell, Perry","Harlem, Lahaina"
"Lester has visited Marion, Tyrone didn't visit Fernando",Lester has visited Marion and Tyrone didn't visit Fernando,Lester has visited Marion [MASK] Tyrone didn't visit Fernando,and,"Lester, Tyrone","Marion, Fernando","0, 1","Lester, Tyrone, Fernando",Marion
"Ken didn't visit Huntington, Ramon has visited Matthew",Dwight has visited Ashland or Ramon has visited Matthew,Dwight has visited Ashland [MASK] Ramon has visited Matthew,or,"Ken, Ramon, Dwight","Huntington, Matthew, Ashland",1,"Ken, Ramon, Matthew, Dwight","Ashland, Huntington"
"Jeffrey has visited Ralph, Claude has visited Milford",Claude has visited Milford and Jeffrey has visited Ralph,Claude has visited Milford [MASK] Jeffrey has visited Ralph,and,"Jeffrey, Claude","Ralph, Milford","0, 1","Jeffrey, Claude, Ralph",Milford
"Jerome didn't visit Cory, Corey has visited Somerville",Jerome didn't visit Cory or Javier didn't visit Wesley,Jerome didn't visit Cory [MASK] Javier didn't visit Wesley,or,"Jerome, Corey, Javier","Cory, Somerville, Wesley",0,"Jerome, Corey, Cory, Javier",Somerville
"Jordan didn't visit Edward, Kevin didn't visit Elgin",Jordan didn't visit Edward or Adam has visited Daryl,Jordan didn't visit Edward [MASK] Adam has visited Daryl,or,"Jordan, Kevin, Adam","Edward, Elgin, Daryl",0,"Jordan, Kevin, Edward, Adam",Elgin
"Clinton has visited Rocky Mount, Jay didn't visit Francis",Ted didn't visit Potsdam or Clinton has visited Rocky Mount,Ted didn't visit Potsdam [MASK] Clinton has visited Rocky Mount,or,"Clinton, Jay, Ted","Rocky Mount, Francis, Potsdam",0,"Clinton, Jay, Francis, Ted","Rocky Mount, Potsdam"
"Bryan has visited Manuel, Jeffrey didn't visit Bainbridge",Bryan has visited Manuel and Jeffrey didn't visit Bainbridge,Bryan has visited Manuel [MASK] Jeffrey didn't visit Bainbridge,and,"Bryan, Jeffrey","Manuel, Bainbridge","0, 1","Bryan, Jeffrey, Manuel",Bainbridge
