sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"Walter didn't visit Virgil, Floyd didn't visit Herman.",it's false that everyone has visited Herman,it's false that [MASK] has visited Herman,everyone,"Walter, Floyd","Virgil, Herman",1,"Walter, Floyd, Herman, Virgil",
"everyone didn't visit Craig, Charles didn't visit Adrian.",it's false that everyone has visited Adrian,it's false that [MASK] has visited Adrian,everyone,Charles,"Craig, Adrian",1,"Charles, Craig, Adrian",
"everyone didn't visit Presque Isle, Alan didn't visit Dale.",it's false that everyone has visited Dale,it's false that [MASK] has visited Dale,everyone,Alan,"Presque Isle, Dale",1,"Alan, Dale",Presque Isle
"Alex didn't visit Ashland, Jerry didn't visit Ruben.",it's false that everyone has visited Ashland,it's false that [MASK] has visited Ashland,everyone,"Alex, Jerry","Ashland, Ruben",0,"Alex, Jerry, Ruben",Ashland
"Bernard didn't visit Ramon, Marvin has visited Enid.",it's false that everyone has visited Ramon,it's false that [MASK] has visited Ramon,everyone,"Bernard, Marvin","Ramon, Enid",0,"Bernard, Marvin, Ramon",Enid
"everyone didn't visit Henderson, everyone has visited Marc.",it's false that someone didn't visit Marc,it's false that [MASK] didn't visit Marc,someone,,"Henderson, Marc",1,Marc,Henderson
"Paul didn't visit Virgil, someone didn't visit Nathaniel.",it's false that everyone has visited Virgil,it's false that [MASK] has visited Virgil,everyone,Paul,"Virgil, Nathaniel",0,"Paul, Nathaniel, Virgil",
"everyone has visited Elk City, everyone has visited Jaime.",it's false that someone didn't visit Jaime,it's false that [MASK] didn't visit Jaime,someone,,"Elk City, Jaime",1,Jaime,Elk City
"Darren didn't visit Leonard, everyon has visited Ernest.",it's false that someone didn't visit Ernest,it's false that [MASK] didn't visit Ernest,someone,"Darren, everyon","Leonard, Ernest",1,"Darren, everyon, Ernest, Leonard",
"Mitchell didn't visit Roland, everyone has visited York.",it's false that everyone has visited Roland,it's false that [MASK] has visited Roland,everyone,Mitchell,"Roland, York",0,"Mitchell, Roland",York
"everyone has visited Christian, everyone didn't visit Dean.",it's false that someone didn't visit Christian,it's false that [MASK] didn't visit Christian,someone,,"Christian, Dean",0,"Dean, Christian",
"everyone didn't visit Oak Harbor, everyone has visited Allan.",it's false that someone didn't visit Allan,it's false that [MASK] didn't visit Allan,someone,,"Oak Harbor, Allan",1,Allan,Oak Harbor
"Gene didn't visit Abilene, Jerry has visited Daniel.",someone didn't visit Abilene,[MASK] didn't visit Abilene,someone,"Gene, Jerry","Abilene, Daniel",0,"Gene, Jerry, Daniel",Abilene
"everyone has visited Delaware, everyone didn't visit Ogdensburg.",it's false that someone didn't visit Delaware,it's false that [MASK] didn't visit Delaware,someone,,"Delaware, Ogdensburg",0,,"Ogdensburg, Delaware"
"Cory didn't visit Enrique, everyone has visited Pedro.",it's false that everyone has visited Enrique,it's false that [MASK] has visited Enrique,everyone,Cory,"Enrique, Pedro",0,"Cory, Pedro, Enrique",
"Kenneth didn't visit Lebanon, Arthur has visited Kyle.",it's false that everyone has visited Lebanon,it's false that [MASK] has visited Lebanon,everyone,"Kenneth, Arthur","Lebanon, Kyle",0,"Kenneth, Arthur, Kyle",Lebanon
"someone has visited Adrian, Juan didn't visit Rafael.",it's false that everyone has visited Rafael,it's false that [MASK] has visited Rafael,everyone,Juan,"Adrian, Rafael",1,"Juan, Rafael",Adrian
"Carlos didn't visit Colorado Springs, everyone didn't visit Herman.",it's false that everyone has visited Colorado Springs,it's false that [MASK] has visited Colorado Springs,everyone,Carlos,"Colorado Springs, Herman",0,"Carlos, Herman",Colorado Springs
"everyone didn't visit Daryl, Seth has visited Salisbury.",someone has visited Salisbury,[MASK] has visited Salisbury,someone,Seth,"Daryl, Salisbury",1,"Seth, Daryl",Salisbury
"everyone didn't visit Iowa, Marion didn't visit Randall.",it's false that everyone has visited Randall,it's false that [MASK] has visited Randall,everyone,Marion,"Iowa, Randall",1,"Marion, Randall",Iowa
"Kent didn't visit Hector, everyone has visited Elk City.",it's false that someone didn't visit Elk City,it's false that [MASK] didn't visit Elk City,someone,Kent,"Hector, Elk City",1,"Kent, Hector",Elk City
"everyone has visited Philip, everyone has visited Oswego.",it's false that someone didn't visit Oswego,it's false that [MASK] didn't visit Oswego,someone,,"Philip, Oswego",1,Philip,Oswego
"everyone has visited Mathew, Alfred didn't visit West Bend.",it's false that someone didn't visit Mathew,it's false that [MASK] didn't visit Mathew,someone,Alfred,"Mathew, West Bend",0,"Alfred, Mathew",West Bend
"Virgil didn't visit Nauvoo, Troy has visited Gary.",it's false that everyone has visited Nauvoo,it's false that [MASK] has visited Nauvoo,everyone,"Virgil, Troy","Nauvoo, Gary",0,"Virgil, Troy, Gary",Nauvoo
"Tim has visited Tony, everyone has visited Lombard.",it's false that someone didn't visit Lombard,it's false that [MASK] didn't visit Lombard,someone,Tim,"Tony, Lombard",1,"Tim, Tony",Lombard
"someone has visited Groton, Kyle didn't visit Mathew.",it's false that everyone has visited Mathew,it's false that [MASK] has visited Mathew,everyone,Kyle,"Groton, Mathew",1,"Kyle, Mathew",Groton
"Luis didn't visit Hagerstown, Terrance didn't visit Jaime.",it's false that everyone has visited Hagerstown,it's false that [MASK] has visited Hagerstown,everyone,"Luis, Terrance","Hagerstown, Jaime",0,"Luis, Terrance, Jaime",Hagerstown
"everyon has visited Brent, Luis has visited San Clemente.",it's false that someone didn't visit Brent,it's false that [MASK] didn't visit Brent,someone,"everyon, Luis","Brent, San Clemente",0,"everyon, Luis, Brent",San Clemente
"everyone has visited Jesus, Leon has visited Libertyville.",someone has visited Libertyville,[MASK] has visited Libertyville,someone,Leon,"Jesus, Libertyville",1,"Leon, Jesus",Libertyville
"Stanley didn't visit Bedford, everyone didn't visit Milton.",it's false that everyone has visited Bedford,it's false that [MASK] has visited Bedford,everyone,Stanley,"Bedford, Milton",0,"Stanley, Milton",Bedford
"everyone didn't visit Seth, everyone has visited Edwin.",it's false that someone didn't visit Edwin,it's false that [MASK] didn't visit Edwin,someone,,"Seth, Edwin",1,"Seth, Edwin",
"Clinton didn't visit Rexburg, George has visited Felix.",it's false that everyone has visited Rexburg,it's false that [MASK] has visited Rexburg,everyone,"Clinton, George","Rexburg, Felix",0,"Clinton, George, Felix",Rexburg
"Harry has visited Fred, Joshua didn't visit Gabriel.",it's false that everyone has visited Gabriel,it's false that [MASK] has visited Gabriel,everyone,"Harry, Joshua","Fred, Gabriel",1,"Harry, Joshua, Gabriel, Fred",
"Wesley didn't visit Sausalito, Vincent has visited Alvin.",it's false that everyone has visited Sausalito,it's false that [MASK] has visited Sausalito,everyone,"Wesley, Vincent","Sausalito, Alvin",0,"Wesley, Vincent, Alvin",Sausalito
"Kevin didn't visit Maryville, Shane didn't visit Jimmy.",it's false that everyone has visited Maryville,it's false that [MASK] has visited Maryville,everyone,"Kevin, Shane","Maryville, Jimmy",0,"Kevin, Shane, Jimmy",Maryville
"Kyle has visited Roberto, everyone has visited Largo.",it's false that someone didn't visit Largo,it's false that [MASK] didn't visit Largo,someone,Kyle,"Roberto, Largo",1,"Kyle, Roberto",Largo
"everyone didn't visit Calvin, everyone has visited Lance.",it's false that someone didn't visit Lance,it's false that [MASK] didn't visit Lance,someone,,"Calvin, Lance",1,"Lance, Calvin",
"Jeremy has visited Keith, Eric didn't visit Nathan.",it's false that everyone has visited Nathan,it's false that [MASK] has visited Nathan,everyone,"Jeremy, Eric","Keith, Nathan",1,"Jeremy, Eric, Keith, Nathan",
"Kyle didn't visit Georgetown, Mark didn't visit Felix.",it's false that everyone has visited Felix,it's false that [MASK] has visited Felix,everyone,"Kyle, Mark","Georgetown, Felix",1,"Kyle, Mark, Felix",Georgetown
"Aaron didn't visit Salvador, Kent didn't visit Gadsden.",it's false that everyone has visited Salvador,it's false that [MASK] has visited Salvador,everyone,"Aaron, Kent","Salvador, Gadsden",0,"Aaron, Kent, Salvador",Gadsden
"Jordan didn't visit Walpi, Fernando has visited Andre.",it's false that everyone has visited Walpi,it's false that [MASK] has visited Walpi,everyone,"Jordan, Fernando","Walpi, Andre",0,"Jordan, Fernando, Andre",Walpi
"someone didn't visit Jay, Kent didn't visit Byron.",it's false that everyone has visited Byron,it's false that [MASK] has visited Byron,everyone,Kent,"Jay, Byron",1,"Kent, Jay, Byron",
"everyon has visited Boulder, Bill didn't visit Elmer.",it's false that someone didn't visit Boulder,it's false that [MASK] didn't visit Boulder,someone,"everyon, Bill","Boulder, Elmer",0,"everyon, Bill, Elmer",Boulder
"Philip didn't visit Cincinnati, John didn't visit Sedalia.",it's false that everyone has visited Sedalia,it's false that [MASK] has visited Sedalia,everyone,"Philip, John","Cincinnati, Sedalia",1,"Philip, John","Sedalia, Cincinnati"
"someone has visited Dwight, Bobby has visited Corpus Christi.",someone has visited Corpus Christi,[MASK] has visited Corpus Christi,someone,Bobby,"Dwight, Corpus Christi",1,"Bobby, Dwight",Corpus Christi
"someone didn't visit Jack, everyon has visited Wyoming.",it's false that someone didn't visit Wyoming,it's false that [MASK] didn't visit Wyoming,someone,everyon,"Jack, Wyoming",1,"everyon, Jack",Wyoming
"someone didn't visit Calexico, Herman didn't visit Akron.",it's false that everyone has visited Akron,it's false that [MASK] has visited Akron,everyone,Herman,"Calexico, Akron",1,Herman,"Calexico, Akron"
"someone didn't visit Sheboygan, Nelson didn't visit Douglas.",it's false that everyone has visited Douglas,it's false that [MASK] has visited Douglas,everyone,Nelson,"Sheboygan, Douglas",1,"Nelson, Douglas",Sheboygan
"Phillip didn't visit Escanaba, Mike has visited Reginald.",it's false that everyone has visited Escanaba,it's false that [MASK] has visited Escanaba,everyone,"Phillip, Mike","Escanaba, Reginald",0,"Phillip, Mike, Reginald",Escanaba
"Joseph has visited Darryl, Arthur didn't visit Puyallup.",someone has visited Darryl,[MASK] has visited Darryl,someone,"Joseph, Arthur","Darryl, Puyallup",0,"Joseph, Arthur, Darryl",Puyallup
"someone didn't visit Gilbert, Robert didn't visit Irving.",it's false that everyone has visited Irving,it's false that [MASK] has visited Irving,everyone,Robert,"Gilbert, Irving",1,"Robert, Gilbert",Irving
"Morris didn't visit Nashua, Randy didn't visit Chicago Heights.",it's false that everyone has visited Chicago Heights,it's false that [MASK] has visited Chicago Heights,everyone,"Morris, Randy","Nashua, Chicago Heights",1,"Morris, Randy","Chicago Heights, Nashua"
"everyone didn't visit Ricky, everyone has visited Cadillac.",it's false that someone didn't visit Cadillac,it's false that [MASK] didn't visit Cadillac,someone,,"Ricky, Cadillac",1,Ricky,Cadillac
"Albert has visited Columbus, Calvin has visited Clearfield.",someone has visited Clearfield,[MASK] has visited Clearfield,someone,"Albert, Calvin","Columbus, Clearfield",1,"Albert, Calvin","Clearfield, Columbus"
"someone didn't visit Jason, everyone has visited Redding.",it's false that someone didn't visit Redding,it's false that [MASK] didn't visit Redding,someone,,"Jason, Redding",1,Jason,Redding
"Chris didn't visit Spanish Fork, everyone has visited Brandon.",it's false that someone didn't visit Brandon,it's false that [MASK] didn't visit Brandon,someone,Chris,"Spanish Fork, Brandon",1,"Chris, Brandon",Spanish Fork
"someone has visited Ken, Bradley has visited Morristown.",someone has visited Morristown,[MASK] has visited Morristown,someone,Bradley,"Ken, Morristown",1,"Bradley, Ken",Morristown
"Tim has visited Jonathan, everyone has visited Uvalde.",it's false that someone didn't visit Uvalde,it's false that [MASK] didn't visit Uvalde,someone,Tim,"Jonathan, Uvalde",1,"Tim, Jonathan",Uvalde
"Victor didn't visit Aaron, Manuel didn't visit Naples.",it's false that everyone has visited Aaron,it's false that [MASK] has visited Aaron,everyone,"Victor, Manuel","Aaron, Naples",0,"Victor, Manuel, Aaron",Naples
"Warren has visited Fairmont, Tommy didn't visit Norwich.",it's false that everyone has visited Norwich,it's false that [MASK] has visited Norwich,everyone,"Warren, Tommy","Fairmont, Norwich",1,"Warren, Tommy","Norwich, Fairmont"
"someone didn't visit Ivan, Clinton didn't visit Canton.",it's false that everyone has visited Canton,it's false that [MASK] has visited Canton,everyone,Clinton,"Ivan, Canton",1,"Clinton, Ivan",Canton
"Zachary didn't visit Peter, Marion has visited Alexander.",someone has visited Alexander,[MASK] has visited Alexander,someone,"Zachary, Marion","Peter, Alexander",1,"Zachary, Marion, Peter, Alexander",
"Justin didn't visit Guthrie, Dwayne didn't visit Freddie.",it's false that everyone has visited Guthrie,it's false that [MASK] has visited Guthrie,everyone,"Justin, Dwayne","Guthrie, Freddie",0,"Justin, Dwayne, Freddie",Guthrie
"Kurt didn't visit Neil, Dan didn't visit Spokane.",it's false that everyone has visited Spokane,it's false that [MASK] has visited Spokane,everyone,"Kurt, Dan","Neil, Spokane",1,"Kurt, Dan, Neil",Spokane
"Nathan didn't visit Eagle Pass, someone didn't visit Isaac.",it's false that everyone has visited Eagle Pass,it's false that [MASK] has visited Eagle Pass,everyone,Nathan,"Eagle Pass, Isaac",0,"Nathan, Isaac",Eagle Pass
"Joe didn't visit Clarence, everyone has visited Kingsville.",it's false that everyone has visited Clarence,it's false that [MASK] has visited Clarence,everyone,Joe,"Clarence, Kingsville",0,"Joe, Clarence",Kingsville
"Duane didn't visit Armando, everyone didn't visit Murfreesboro.",it's false that everyone has visited Armando,it's false that [MASK] has visited Armando,everyone,Duane,"Armando, Murfreesboro",0,"Duane, Armando",Murfreesboro
"Dave didn't visit Carl, Ruben didn't visit Peterborough.",it's false that everyone has visited Carl,it's false that [MASK] has visited Carl,everyone,"Dave, Ruben","Carl, Peterborough",0,"Dave, Ruben, Carl",Peterborough
"someone has visited Kyle, David has visited Illinois.",someone has visited Illinois,[MASK] has visited Illinois,someone,David,"Kyle, Illinois",1,"David, Kyle",Illinois
"someone has visited San Simeon, Ronnie didn't visit Robert.",it's false that everyone has visited Robert,it's false that [MASK] has visited Robert,everyone,Ronnie,"San Simeon, Robert",1,"Ronnie, Robert",San Simeon
"everyone didn't visit Stockton, everyone has visited Marvin.",it's false that someone didn't visit Marvin,it's false that [MASK] didn't visit Marvin,someone,,"Stockton, Marvin",1,Marvin,Stockton
"Jaime didn't visit Cory, Edwin didn't visit Frank.",it's false that everyone has visited Cory,it's false that [MASK] has visited Cory,everyone,"Jaime, Edwin","Cory, Frank",0,"Jaime, Edwin, Cory, Frank",
"Leo didn't visit Washington, everyone didn't visit Victor.",it's false that everyone has visited Washington,it's false that [MASK] has visited Washington,everyone,Leo,"Washington, Victor",0,"Leo, Victor",Washington
"everyone didn't visit Alfredo, Ross didn't visit Bordentown.",someone didn't visit Bordentown,[MASK] didn't visit Bordentown,someone,Ross,"Alfredo, Bordentown",1,"Ross, Alfredo",Bordentown
"Gene has visited Keith, Edwin has visited Frank.",someone has visited Keith,[MASK] has visited Keith,someone,"Gene, Edwin","Keith, Frank",0,"Gene, Edwin, Keith, Frank",
"everyone has visited Byron, Allen has visited Victoria.",it's false that someone didn't visit Byron,it's false that [MASK] didn't visit Byron,someone,Allen,"Byron, Victoria",0,"Allen, Byron",Victoria
"Clifton didn't visit Chicago Heights, William didn't visit Gerald.",someone didn't visit Chicago Heights,[MASK] didn't visit Chicago Heights,someone,"Clifton, William","Chicago Heights, Gerald",0,"Clifton, William, Gerald",Chicago Heights
"Troy didn't visit Glenn, Ted didn't visit Saint Ignace.",someone didn't visit Glenn,[MASK] didn't visit Glenn,someone,"Troy, Ted","Glenn, Saint Ignace",0,"Troy, Ted, Glenn",Saint Ignace
"someone has visited Ashtabula, Fred didn't visit Independence.",someone didn't visit Independence,[MASK] didn't visit Independence,someone,Fred,"Ashtabula, Independence",1,Fred,"Ashtabula, Independence"
"Gerald didn't visit Gene, Allan didn't visit Aspen.",someone didn't visit Gene,[MASK] didn't visit Gene,someone,"Gerald, Allan","Gene, Aspen",0,"Gerald, Allan, Gene",Aspen
"Nelson has visited Canyon, Kelly didn't visit Sparks.",someone didn't visit Sparks,[MASK] didn't visit Sparks,someone,"Nelson, Kelly","Canyon, Sparks",1,"Nelson, Kelly","Canyon, Sparks"
"Adam didn't visit Frank, Roberto has visited Port Washington.",it's false that everyone has visited Frank,it's false that [MASK] has visited Frank,everyone,"Adam, Roberto","Frank, Port Washington",0,"Adam, Roberto, Frank",Port Washington
"Alan didn't visit Homer, Francisco didn't visit Eugene.",it's false that everyone has visited Homer,it's false that [MASK] has visited Homer,everyone,"Alan, Francisco","Homer, Eugene",0,"Alan, Francisco, Eugene",Homer
"Rodney didn't visit Tony, someone has visited Helena.",it's false that everyone has visited Tony,it's false that [MASK] has visited Tony,everyone,Rodney,"Tony, Helena",0,"Rodney, Tony",Helena
"everyone has visited Newport, everyone didn't visit Dover.",it's false that someone didn't visit Newport,it's false that [MASK] didn't visit Newport,someone,,"Newport, Dover",0,,"Newport, Dover"
"everyone didn't visit Allan, Warren has visited Erik.",someone has visited Erik,[MASK] has visited Erik,someone,Warren,"Allan, Erik",1,"Warren, Allan, Erik",
"everyone has visited Valley City, everyone has visited Gainesville.",it's false that someone didn't visit Valley City,it's false that [MASK] didn't visit Valley City,someone,,"Valley City, Gainesville",0,,"Gainesville, Valley City"
"Allen has visited Homer, David didn't visit Saint Petersburg.",it's false that everyone has visited Saint Petersburg,it's false that [MASK] has visited Saint Petersburg,everyone,"Allen, David","Homer, Saint Petersburg",1,"Allen, David","Homer, Saint Petersburg"
"someone has visited San Fernando, William didn't visit Roland.",it's false that everyone has visited Roland,it's false that [MASK] has visited Roland,everyone,William,"San Fernando, Roland",1,"William, Roland",San Fernando
"Johnny didn't visit Laurel, everyone has visited Mount Clemens.",someone didn't visit Laurel,[MASK] didn't visit Laurel,someone,Johnny,"Laurel, Mount Clemens",0,Johnny,"Laurel, Mount Clemens"
"David didn't visit Ricky, Maurice has visited Billy.",it's false that everyone has visited Ricky,it's false that [MASK] has visited Ricky,everyone,"David, Maurice","Ricky, Billy",0,"David, Maurice, Billy, Ricky",
"Jim has visited Tim, Lance didn't visit Philadelphia.",it's false that everyone has visited Philadelphia,it's false that [MASK] has visited Philadelphia,everyone,"Jim, Lance","Tim, Philadelphia",1,"Jim, Lance, Tim",Philadelphia
"Edward has visited Fremont, Tony didn't visit Gary.",it's false that everyone has visited Gary,it's false that [MASK] has visited Gary,everyone,"Edward, Tony","Fremont, Gary",1,"Edward, Tony, Gary",Fremont
"Julio didn't visit Easton, everyone has visited Jonathan.",it's false that everyone has visited Easton,it's false that [MASK] has visited Easton,everyone,Julio,"Easton, Jonathan",0,"Julio, Jonathan",Easton
"Ricardo didn't visit Jason, Arthur has visited San Clemente.",it's false that everyone has visited Jason,it's false that [MASK] has visited Jason,everyone,"Ricardo, Arthur","Jason, San Clemente",0,"Ricardo, Arthur, Jason",San Clemente
"Raymond has visited William, Anthony didn't visit Odessa.",it's false that everyone has visited Odessa,it's false that [MASK] has visited Odessa,everyone,"Raymond, Anthony","William, Odessa",1,"Raymond, Anthony, William",Odessa
"Scott didn't visit Deming, Theodore has visited Cecil.",it's false that everyone has visited Deming,it's false that [MASK] has visited Deming,everyone,"Scott, Theodore","Deming, Cecil",0,"Scott, Theodore, Cecil",Deming
"everyone has visited Timothy, everyone has visited Homestead.",it's false that someone didn't visit Homestead,it's false that [MASK] didn't visit Homestead,someone,,"Timothy, Homestead",1,Timothy,Homestead
"everyone has visited Grafton, Allan has visited Ricky.",it's false that someone didn't visit Grafton,it's false that [MASK] didn't visit Grafton,someone,Allan,"Grafton, Ricky",0,"Allan, Ricky",Grafton
"everyone has visited Samuel, Brett didn't visit Ralph.",it's false that everyone has visited Ralph,it's false that [MASK] has visited Ralph,everyone,Brett,"Samuel, Ralph",1,"Brett, Ralph, Samuel",
"Tom has visited Vallejo, Jay didn't visit George.",it's false that everyone has visited George,it's false that [MASK] has visited George,everyone,"Tom, Jay","Vallejo, George",1,"Tom, Jay, George",Vallejo
"Enrique didn't visit Irving, Peter didn't visit Erik.",it's false that everyone has visited Erik,it's false that [MASK] has visited Erik,everyone,"Enrique, Peter","Irving, Erik",1,"Enrique, Peter, Erik",Irving
"Karl didn't visit Ben, Erik didn't visit Alfred.",someone didn't visit Alfred,[MASK] didn't visit Alfred,someone,"Karl, Erik","Ben, Alfred",1,"Karl, Erik, Ben, Alfred",
"Lloyd didn't visit Marvin, Patrick didn't visit Pipestone.",someone didn't visit Marvin,[MASK] didn't visit Marvin,someone,"Lloyd, Patrick","Marvin, Pipestone",0,"Lloyd, Patrick, Marvin",Pipestone
"Tom has visited Miami Beach, Ross didn't visit Rafael.",it's false that everyone has visited Rafael,it's false that [MASK] has visited Rafael,everyone,"Tom, Ross","Miami Beach, Rafael",1,"Tom, Ross, Rafael",Miami Beach
"Johnnie has visited Kelso, everyone has visited York.",it's false that someone didn't visit York,it's false that [MASK] didn't visit York,someone,Johnnie,"Kelso, York",1,Johnnie,"Kelso, York"
"everyone didn't visit Alexander, Derrick didn't visit Frank.",someone didn't visit Frank,[MASK] didn't visit Frank,someone,Derrick,"Alexander, Frank",1,"Derrick, Frank, Alexander",
"everyone didn't visit Andrew, Angel has visited Martin.",someone has visited Martin,[MASK] has visited Martin,someone,Angel,"Andrew, Martin",1,"Angel, Andrew, Martin",
"Terrance has visited Roberto, everyone has visited Christopher.",it's false that someone didn't visit Christopher,it's false that [MASK] didn't visit Christopher,someone,Terrance,"Roberto, Christopher",1,"Terrance, Roberto, Christopher",
"everyone has visited Santa Fe, Terry has visited Lloyd.",someone has visited Lloyd,[MASK] has visited Lloyd,someone,Terry,"Santa Fe, Lloyd",1,"Terry, Lloyd",Santa Fe
"Lester has visited Aberdeen, Dave has visited Justin.",someone has visited Aberdeen,[MASK] has visited Aberdeen,someone,"Lester, Dave","Aberdeen, Justin",0,"Lester, Dave, Justin",Aberdeen
"Ross didn't visit Stephen, everyone has visited Norman.",it's false that everyone has visited Stephen,it's false that [MASK] has visited Stephen,everyone,Ross,"Stephen, Norman",0,"Ross, Norman, Stephen",
"someone has visited Wallace, Robert didn't visit Kotzebue.",someone didn't visit Kotzebue,[MASK] didn't visit Kotzebue,someone,Robert,"Wallace, Kotzebue",1,"Robert, Wallace",Kotzebue
"Clayton has visited Steven, Oscar didn't visit Alliance.",someone has visited Steven,[MASK] has visited Steven,someone,"Clayton, Oscar","Steven, Alliance",0,"Clayton, Oscar, Steven",Alliance
"Raul didn't visit Lawrence, someone has visited Willard.",it's false that everyone has visited Lawrence,it's false that [MASK] has visited Lawrence,everyone,Raul,"Lawrence, Willard",0,"Raul, Lawrence, Willard",
"Gabriel didn't visit Jeff, Claude has visited Waterville.",it's false that everyone has visited Jeff,it's false that [MASK] has visited Jeff,everyone,"Gabriel, Claude","Jeff, Waterville",0,"Gabriel, Claude, Jeff",Waterville
"Barry didn't visit Darren, someone didn't visit Lloyd.",it's false that everyone has visited Darren,it's false that [MASK] has visited Darren,everyone,Barry,"Darren, Lloyd",0,"Barry, Lloyd, Darren",
"Willie didn't visit Stonington, someone didn't visit Francis.",someone didn't visit Stonington,[MASK] didn't visit Stonington,someone,Willie,"Stonington, Francis",0,"Willie, Francis",Stonington
"Julian has visited Oklahoma, everyone has visited Clarence.",it's false that someone didn't visit Clarence,it's false that [MASK] didn't visit Clarence,someone,Julian,"Oklahoma, Clarence",1,"Julian, Clarence",Oklahoma
"everyone didn't visit Bremerton, Rafael didn't visit Lodi.",it's false that everyone has visited Lodi,it's false that [MASK] has visited Lodi,everyone,Rafael,"Bremerton, Lodi",1,Rafael,"Bremerton, Lodi"
"Manuel didn't visit Daniel, Salvador didn't visit New Hampshire.",it's false that everyone has visited New Hampshire,it's false that [MASK] has visited New Hampshire,everyone,"Manuel, Salvador","Daniel, New Hampshire",1,"Manuel, Salvador, Daniel",New Hampshire
"someone didn't visit Dan, Clinton has visited Dale.",someone has visited Dale,[MASK] has visited Dale,someone,Clinton,"Dan, Dale",1,"Clinton, Dale, Dan",
"Tyrone has visited Honolulu, Jordan has visited Holyoke.",someone has visited Holyoke,[MASK] has visited Holyoke,someone,"Tyrone, Jordan","Honolulu, Holyoke",1,"Tyrone, Jordan","Holyoke, Honolulu"
"everyone has visited Tallahassee, everyone didn't visit Lorain.",it's false that someone didn't visit Tallahassee,it's false that [MASK] didn't visit Tallahassee,someone,,"Tallahassee, Lorain",0,,"Lorain, Tallahassee"
"Micheal didn't visit Marshall, Bill didn't visit Charles.",it's false that everyone has visited Charles,it's false that [MASK] has visited Charles,everyone,"Micheal, Bill","Marshall, Charles",1,"Micheal, Bill, Marshall, Charles",
"everyone has visited Paterson, Christia didn't visit Ashland.",it's false that everyone has visited Ashland,it's false that [MASK] has visited Ashland,everyone,Christia,"Paterson, Ashland",1,Christia,"Ashland, Paterson"
"someone has visited Cookeville, Johnnie has visited Bismarck.",someone has visited Bismarck,[MASK] has visited Bismarck,someone,Johnnie,"Cookeville, Bismarck",1,Johnnie,"Cookeville, Bismarck"
"Hugh didn't visit Allen, Theodore has visited Tonawanda.",it's false that everyone has visited Allen,it's false that [MASK] has visited Allen,everyone,"Hugh, Theodore","Allen, Tonawanda",0,"Hugh, Theodore, Allen",Tonawanda
"Bobby didn't visit Genoa, everyon has visited Adrian.",it's false that someone didn't visit Adrian,it's false that [MASK] didn't visit Adrian,someone,"Bobby, everyon","Genoa, Adrian",1,"Bobby, everyon, Adrian",Genoa
"Derrick has visited Jimmy, Eugene didn't visit Grand Junction.",it's false that everyone has visited Grand Junction,it's false that [MASK] has visited Grand Junction,everyone,"Derrick, Eugene","Jimmy, Grand Junction",1,"Derrick, Eugene, Jimmy",Grand Junction
"everyone has visited Smyrna, Lester didn't visit Roberto.",it's false that someone didn't visit Smyrna,it's false that [MASK] didn't visit Smyrna,someone,Lester,"Smyrna, Roberto",0,"Lester, Roberto",Smyrna
"everyone has visited Maryville, Floyd didn't visit Miguel.",it's false that someone didn't visit Maryville,it's false that [MASK] didn't visit Maryville,someone,Floyd,"Maryville, Miguel",0,"Floyd, Miguel",Maryville
"someone didn't visit Shaker Heights, Alexande didn't visit Anthony.",it's false that everyone has visited Anthony,it's false that [MASK] has visited Anthony,everyone,Alexande,"Shaker Heights, Anthony",1,"Alexande, Anthony",Shaker Heights
"Jacob has visited Hugh, Terrance didn't visit Fairfield.",it's false that everyone has visited Fairfield,it's false that [MASK] has visited Fairfield,everyone,"Jacob, Terrance","Hugh, Fairfield",1,"Jacob, Terrance, Hugh",Fairfield
"Zachary has visited Milan, everyone has visited Fort Payne.",it's false that someone didn't visit Fort Payne,it's false that [MASK] didn't visit Fort Payne,someone,Zachary,"Milan, Fort Payne",1,Zachary,"Milan, Fort Payne"
"someone has visited Matthew, Nathan didn't visit Flint.",it's false that everyone has visited Flint,it's false that [MASK] has visited Flint,everyone,Nathan,"Matthew, Flint",1,"Nathan, Matthew",Flint
"Clayton has visited Dwayne, someone didn't visit Hallandale Beach.",someone has visited Dwayne,[MASK] has visited Dwayne,someone,Clayton,"Dwayne, Hallandale Beach",0,"Clayton, Dwayne",Hallandale Beach
"Jesse didn't visit Roland, William didn't visit Wayne.",it's false that everyone has visited Roland,it's false that [MASK] has visited Roland,everyone,"Jesse, William","Roland, Wayne",0,"Jesse, William, Roland, Wayne",
"Earl has visited Brookline, Cecil didn't visit Zachary.",someone didn't visit Zachary,[MASK] didn't visit Zachary,someone,"Earl, Cecil","Brookline, Zachary",1,"Earl, Cecil, Zachary",Brookline
"someone has visited Kenneth, everyone has visited Highland Park.",it's false that someone didn't visit Highland Park,it's false that [MASK] didn't visit Highland Park,someone,,"Kenneth, Highland Park",1,Kenneth,Highland Park
"Bradley has visited Alfred, everyone has visited Lloyd.",it's false that someone didn't visit Lloyd,it's false that [MASK] didn't visit Lloyd,someone,Bradley,"Alfred, Lloyd",1,"Bradley, Lloyd, Alfred",
"Norman didn't visit Terrence, everyone didn't visit Florence.",someone didn't visit Terrence,[MASK] didn't visit Terrence,someone,Norman,"Terrence, Florence",0,"Norman, Terrence",Florence
